miliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
2200,0.00014342000761624412,-1.605700290795018e-05,-1.0010069151527424e-05,-3.400195000352338e-05,-9.055990585879739e-06,-2.478909488100848e-06,-1.61056291887756e-05,-2.127983491981985e-19,5.18884101157559e-19,5.4867452382369115e-18,7.808715101613279e-20,-5.90836338267273e-19,-6.684904818183232e-06,0.0,-7.2977968480779e-18,-5.923590868484253e-18,-7.695997771597012e-06,0.0,-6.479079861193295e-07,-3.744634562554699e-07,2.1131527448564516e-20,0.0,2.9894719305993257e-05,5.487885496318151e-06,0.0,-1.7999137049971633e-06,5.759700786330207e-06,-2.1075371341459573e-19,-6.503446351830445e-19,-8.582066768907081e-18,0.0,0.0,0.0,0.0,-2.6847783545186216e-19,-2.898860937810469e-06,-1.9038922330151505e-19,0.0,0.0,0.0,-2.223989738463936e-19,-3.33862105267748e-06,2.000000000000947e-06,8.739967743844663e-07,-5.006255032743218e-19,0.0001613769000511839,2.7439065620916235e-07,-5.817337271364549e-20,2.7347782393093914e-18,-6.137597112414142e-21,-1.0314414466071518e-07,4.6844299807201494e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,9.821141239085645e-05,4.677010453181955e-06,-1.444410997540387e-05,7.414001860501663e-05,-6.038674839746821e-06,-2.695746329803046e-06,2.514445215304902e-05,2.202428649381081e-19,-3.384372616009184e-19,4.980517741675771e-18,-1.1267744651913465e-18,-4.0264687987069066e-19,-5.530216779736045e-06,0.0,-6.920471508618333e-18,-6.517290832043039e-18,-8.283103447983878e-06,0.0,4.004993001036742e-06,1.7424309956579866e-07,7.209055816029893e-21,0.0,-1.940456076005595e-05,1.5456993816643788e-06,0.0,-8.845272139059419e-07,-1.1257061684104243e-07,4.1838091178391443e-19,3.0662654937130415e-19,-8.414861530906741e-20,0.0,0.0,0.0,0.0,-7.237501138901956e-20,-2.815989192488981e-06,-5.279542609215272e-20,0.0,0.0,0.0,4.870549628283521e-19,-1.1151799925876748e-07,2.0000000000010286e-06,1.2660954340162662e-06,5.092806250416595e-19,-0.00021709592473547422,1.3853703329156248e-07,3.641192717398771e-20,1.5924672431422007e-18,1.3971375761346472e-20,-2.715984771447071e-07,6.948842946499373e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.0001232556110792567,1.5056240542008407e-06,-1.4588659731988108e-05,5.495488708114494e-05,-9.179526051561601e-07,-2.8403093138039045e-06,6.162380532247356e-06,3.128161154414562e-20,4.156763245899308e-19,-1.6944386762608542e-18,5.025809247748674e-19,-7.021345029008756e-19,-1.808959014689321e-06,0.0,1.0912365150095182e-17,-3.386708532855207e-18,-1.8764775884962054e-06,0.0,-3.704160626251852e-06,4.087016955487614e-08,-1.4177686294706904e-21,0.0,-0.00013898950335857748,6.10899831890615e-06,0.0,-1.2662682444401108e-06,-3.6569459358882436e-06,-7.452219472455833e-20,-5.963894051593582e-19,6.645404466203557e-18,0.0,0.0,0.0,0.0,-8.478432375933144e-20,2.529751051824752e-06,-8.942528891454919e-20,0.0,0.0,0.0,3.364660847270126e-19,-6.845226834786333e-08,2.000000000001383e-06,1.7310896074675524e-06,-1.3913366995515332e-19,-8.248186256588433e-05,-2.11471289679724e-07,-5.234207814996683e-20,-1.0523551573171456e-19,-2.147580885246048e-20,-7.748035680647992e-08,1.7870436652980164e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,5.5092760464937116e-05,-1.3994206743401656e-05,-1.3019415666480675e-05,6.035990060521961e-05,7.159133996524765e-07,-2.949830127144513e-06,4.872463638349958e-06,-1.8721239937148772e-19,4.247438354983307e-19,-1.046734443135942e-18,9.752201286164248e-19,-7.241855347577191e-19,5.822887632144671e-06,0.0,7.061696628418145e-18,-1.805083880762822e-18,-1.2725620517132415e-06,0.0,4.778622923211561e-06,1.0389343452428557e-06,7.42532540928028e-21,0.0,5.3375741690428715e-05,6.78149364688105e-07,0.0,-1.0742162647405812e-06,5.460613337712621e-06,-6.133191166009059e-19,-3.54484032014833e-19,1.76970121904983e-19,0.0,0.0,0.0,0.0,-8.844545985311207e-21,2.2195188136723812e-07,1.468542771685161e-19,0.0,0.0,0.0,-4.572779268844774e-20,2.3700932116660445e-06,2.0000000000033868e-06,-2.0765238686302227e-06,-4.454531020467828e-19,-0.0002563552846352284,3.204705285927823e-07,2.912535842838047e-20,1.1128583356738261e-18,-1.3136242241769171e-20,-3.558016518890421e-07,-2.3745910217213066e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,-1.722761299922079e-05,-1.000712886570789e-05,-2.3218335975147857e-06,-9.413765804955413e-05,-9.337314396758433e-06,-3.0678876242612456e-06,-1.6232209245051302e-05,1.613673325391094e-19,-5.021212592662938e-19,-5.69571474548554e-18,-7.728906054200543e-19,-5.527852006962163e-19,6.478091827998112e-06,0.0,-1.0394271417932536e-17,2.5605251091758553e-18,2.611257900093465e-06,0.0,4.335168839636484e-06,-7.780964035889353e-07,-8.398644856941428e-21,0.0,7.227298341953233e-05,-7.257752741949737e-06,0.0,-1.8931430887808375e-06,1.0623482069764258e-05,-5.133927598258157e-19,-5.928609844783212e-19,-5.2884359332392606e-18,0.0,0.0,0.0,0.0,1.9887257592869254e-19,-9.741754955786303e-08,-3.616478541666048e-20,0.0,0.0,0.0,6.025529674956765e-19,2.5790767059632367e-07,1.999999999996116e-06,-1.5218775362360228e-06,1.679197520480523e-20,-0.00022260820926805347,5.086754649964214e-08,3.818492550585544e-20,-4.00601463189007e-18,7.705565359223316e-21,2.148091098622907e-07,-3.188265377345593e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,8.13941144374571e-06,-7.205010125462012e-06,-2.1874905941375456e-06,-5.737687191623915e-05,-7.109773457719619e-06,-3.128702222159983e-06,-2.5337648833711868e-05,-2.1302787058243686e-19,-4.1632695509406236e-19,1.3356112374188762e-17,3.8815876879244535e-19,-1.4330901251346664e-19,4.87684291879906e-06,0.0,-1.1863359919911268e-18,7.573562655859995e-18,-8.304810724250378e-06,0.0,-1.7512813137256548e-06,-1.9475849597424324e-06,-8.511140255748082e-21,0.0,-3.2568064648554526e-05,6.301406312477506e-07,0.0,-1.1902361533702879e-06,9.31828085469705e-06,-1.0194907922846485e-19,6.7266488611988905e-19,1.3900984729333513e-18,0.0,0.0,0.0,0.0,6.828280758088556e-20,-1.1454888222811647e-06,1.3517108522150115e-19,0.0,0.0,0.0,-2.7133570546140766e-19,-6.352153944558807e-07,1.9999999999974258e-06,-3.865091478491986e-07,3.146744558288049e-19,-0.00016918355104559915,-1.8553478100829516e-08,-4.788790304354631e-20,-2.0691683285712074e-18,1.9790204704017997e-20,1.396043432713143e-08,-5.018327839368001e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,7.69546921645546e-05,-1.883906721375511e-05,-1.1016435588727149e-05,6.290755946519208e-05,-8.793893858922749e-06,-3.2347069553152454e-06,1.37827211639323e-07,-1.4232050217824e-19,-2.882491595548474e-19,-1.0984927446719638e-17,7.078457547271901e-19,9.22235757011283e-20,-5.018872750241675e-06,0.0,1.2592614079263999e-17,6.393772072495066e-18,-9.221637558970924e-06,0.0,5.129129102522653e-06,-1.1705276756122987e-06,-1.21148956697175e-22,0.0,2.9803565061591372e-05,-5.417735980315096e-06,0.0,-7.055986135723592e-07,-2.3995350806461085e-06,4.020513805970206e-19,1.5518653652346743e-19,-7.374665234555145e-18,0.0,0.0,0.0,0.0,1.0001748186604945e-19,-3.0558333320012666e-06,-1.8397745042706017e-19,0.0,0.0,0.0,1.8268328622010147e-19,-7.979525606621846e-06,1.999999999998926e-06,1.227656628530433e-06,-3.903865227124972e-19,0.00015866800246327795,-2.7221661475146734e-07,-6.700978183226586e-20,-4.5684082341617466e-18,-2.510374423051157e-21,-3.2025336133163917e-07,-2.1008480639092787e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,4.9739072467316496e-05,-1.4944759998481528e-05,-1.2004190690267208e-05,-0.00011636664353318349,-1.2699886137699903e-05,-3.5677298149536216e-06,-2.023116695818589e-06,-2.2082244670962124e-19,8.775632227023624e-20,-3.4116424839090622e-18,1.0616136481843966e-18,-1.3394735939666164e-19,1.0746245592071043e-06,0.0,2.61591783037807e-18,2.73087822397199e-18,-9.571270248920293e-06,0.0,-3.041622695658999e-06,-6.855919008270069e-07,2.0448093335097387e-20,0.0,-4.321219152900916e-05,-3.878538950742015e-06,0.0,-6.241868033783631e-07,-6.025716026818884e-06,-2.7708937575783753e-19,1.0081459720622429e-19,7.359700308304676e-19,0.0,0.0,0.0,0.0,2.645659244331655e-19,-4.1106083748422687e-07,-7.876957565499494e-20,0.0,0.0,0.0,-3.435970013889495e-19,-4.372149989202573e-06,1.999999999995001e-06,-1.6203037880963652e-06,4.616941735605559e-19,-0.00020679107076312228,-4.8057917984420165e-08,-2.063227729894271e-20,-1.6940226464683237e-18,9.341455260326839e-21,1.526589338992065e-07,-1.1968886579563489e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,5.6873416642753605e-05,2.5407477715311573e-06,-7.542779818222003e-06,-1.2548922271755218e-05,-1.8566932869651474e-06,-3.865065135676807e-06,-1.3122735319439035e-05,2.118552931702148e-19,-1.0031527184293313e-19,-4.841848774744206e-18,-5.655444566492526e-19,-7.023823556895267e-19,-4.188803404885134e-06,0.0,-1.2279452455182375e-18,4.3597634662935996e-18,-6.623113737475386e-06,0.0,5.6323970045427095e-06,-1.960192622533941e-06,-1.6965997140278373e-20,0.0,6.60056716985597e-05,-1.0542905390999649e-05,0.0,-2.024533033447388e-06,-5.394739606355725e-06,-1.1552723141925697e-19,-4.133158158251148e-19,8.209533830927594e-18,0.0,0.0,0.0,0.0,2.6740945625149145e-19,-2.061894158104134e-07,1.0738872853743084e-19,0.0,0.0,0.0,1.9087019538750994e-19,-5.005855656461969e-06,2.0000000000020997e-06,3.319069654980523e-07,-3.453990331879691e-19,0.00010909539630306805,2.3867736579303395e-07,1.8250031193827148e-20,-4.099977292426677e-18,-1.478578553712119e-20,-2.0401302725138488e-07,2.9254077719899625e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,0.0001625917175244607,-2.3328503305901233e-05,-7.380069599063929e-06,1.626505007815946e-05,-8.908039119656848e-06,-3.953588223887922e-06,-2.1267770257415123e-05,2.1803614603621995e-19,-1.2866827947055211e-19,1.4353959292519194e-18,-2.2925634496614126e-19,-2.2473284616468613e-19,4.437838883217375e-06,0.0,-7.402362341900512e-20,4.957555300577181e-18,-1.0320866101548812e-05,0.0,4.592708549095967e-06,-1.8332106009026847e-07,-1.034030103325086e-20,0.0,-0.00016216452292455952,-5.3607677409591546e-06,0.0,-4.571355630141309e-07,5.457713994328005e-06,4.991035432206271e-19,-5.981702177217844e-20,3.277466942540077e-18,0.0,0.0,0.0,0.0,2.1033554090733105e-19,-3.5866952411606177e-07,1.02220971568364e-19,0.0,0.0,0.0,-1.2197435045700371e-19,-9.334297058943862e-07,1.9999999999992266e-06,-1.291506672418267e-06,5.600092314079516e-20,7.301957678873658e-05,-2.5459451923759024e-07,-2.747432057816773e-20,-4.9728775227977005e-18,9.880406354687712e-21,-3.562851268415615e-07,8.970384654290306e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,6.370372880569828e-05,-5.857753775317656e-06,-1.506417645477558e-06,2.0682351321724123e-05,-9.494626051956218e-06,-3.898335384082859e-06,1.4562613747260205e-05,-2.4728633214872346e-19,1.4846466641210328e-19,9.09691660713161e-19,-5.315799777815664e-19,5.910729520424706e-19,4.357798690023296e-06,0.0,-1.1957215145642419e-17,3.1489838991464144e-18,-5.087983362352912e-06,0.0,3.629869133725404e-06,8.428510150552403e-07,-1.955858236894091e-20,0.0,7.963432533748708e-05,-9.624373458460523e-06,0.0,-1.3313842934387933e-06,5.42767310521383e-07,2.6578017899288987e-19,-5.418449767497764e-19,6.749317113708143e-18,0.0,0.0,0.0,0.0,-1.1869829412764467e-19,-1.5059195313037573e-06,-1.282199468900503e-19,0.0,0.0,0.0,2.328889396662554e-20,-3.664680294020759e-07,2.0000000000046213e-06,1.8997600928313705e-06,4.524134392861701e-19,0.00014913274046582048,-2.0694627348943678e-07,1.2349955657137022e-21,-3.799204718943653e-18,2.4726966562494395e-20,-3.509974342406711e-09,1.985176488123484e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,3.4956112991404524e-05,-9.275936101869092e-06,-1.550641599779337e-05,-6.551547451752785e-05,-2.5964853800194296e-06,-4.013591768048936e-06,-4.807887368102662e-05,2.0513297560605085e-19,-9.184080099182352e-20,1.0347370782490752e-17,-1.7715732065754333e-19,-6.777516734021498e-19,1.7016554288846237e-06,0.0,9.098235981334677e-18,3.9221161077828705e-18,-1.1954025637517155e-05,0.0,-1.6918817641754474e-06,-1.3070303209224672e-07,3.5718227244541435e-21,0.0,-7.804233678828356e-05,-1.2143414740059835e-06,0.0,-5.033864649184472e-07,7.912686611068753e-07,2.3327993259327936e-19,-1.4517818289811537e-20,7.448955326507938e-18,0.0,0.0,0.0,0.0,1.638694311462032e-19,-2.4294329960216754e-06,3.435012683053725e-20,0.0,0.0,0.0,4.766147536038651e-19,-6.608767996833812e-06,2.0000000000018007e-06,-1.8718175888030102e-06,3.5260329741707885e-19,-0.00011449383957693563,-2.1934417137821855e-07,-6.370728836259436e-20,1.5045107310193868e-18,7.668269251032462e-21,1.7405787218193928e-07,6.827704540860772e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,3.13000362185068e-05,-5.524316226059568e-06,-1.5951131821622618e-05,-4.404153203729939e-05,-1.0829915862203826e-05,-4.434334644589861e-06,-3.043645605607333e-05,1.968219210510596e-19,-4.586827452400781e-19,4.684015285241088e-18,-4.768854807194429e-19,-8.762385723349822e-20,-2.4769680388917627e-06,0.0,-4.896419158678258e-18,-6.072456956408535e-18,-7.87349910866478e-06,0.0,7.37704814790438e-07,-3.158400199721065e-08,-5.377168209035462e-21,0.0,-0.00011003627177110436,-1.9706230898504364e-06,0.0,-1.8622006332741306e-06,1.9198756855706798e-07,9.587761423375596e-20,6.628034022146822e-19,-1.5733829108523218e-18,0.0,0.0,0.0,0.0,7.089380832265028e-20,5.561141654607013e-08,1.7788318596442715e-19,0.0,0.0,0.0,1.7302725370051918e-19,-2.302457045438075e-06,2.0000000000048233e-06,2.1170241045325487e-06,2.6355818652324093e-19,-0.00021356414653750022,-1.7015851470824363e-07,1.1936291408234458e-20,-2.4563067187677487e-18,-1.5309579638957408e-20,-1.1502042954881977e-07,-3.3321797311895553e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,8.171432298803136e-05,-1.3093963765953946e-05,-3.866725683595493e-06,2.2530808701499873e-05,-1.4244696173539268e-05,-4.280245752530264e-06,-1.3703311002493938e-05,1.5630722249275502e-19,-2.5379231249425115e-20,-7.686600530596444e-18,9.472547769190923e-19,-5.875979549007209e-19,-3.330436979656366e-06,0.0,-1.1417444665948884e-17,5.572921566548658e-18,5.570584717500082e-07,0.0,4.6598066855589e-06,-1.7541910558259343e-06,1.4651981535853546e-21,0.0,7.639969652153008e-05,-8.350812990159114e-06,0.0,-3.8726978416749215e-07,6.319628861146538e-06,1.9735811773316328e-19,3.186607697536028e-19,7.287982271057523e-18,0.0,0.0,0.0,0.0,6.736866394990065e-20,-9.011784458405277e-07,-5.619040289337244e-20,0.0,0.0,0.0,1.9449434552858205e-19,-4.8264865112843136e-06,2.000000000000879e-06,-4.1930436069694383e-07,5.076256285176214e-19,1.745322802625643e-05,2.7494029079335636e-07,-2.9107524568413185e-20,4.4255033849625835e-18,-1.9323734527510798e-20,-3.463603422658488e-07,4.714752707816731e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,1.1183197848439757e-06,2.899567810938788e-06,-9.811452537402106e-06,-6.0306436739101225e-05,-4.171989475172473e-06,-4.475568831840886e-06,1.1760790415928668e-05,7.851341996519562e-20,1.6295274369210953e-19,1.3755599256009959e-18,1.0783116069580556e-18,4.539874714207678e-19,-5.889968752335945e-06,0.0,3.4616350688776836e-18,7.182256616375269e-18,-2.0500061318604213e-06,0.0,-1.2884268168215797e-06,-2.443303870128205e-06,-7.079015989278629e-22,0.0,-9.372555289169762e-05,4.622459206966468e-06,0.0,-1.3878230395501501e-06,5.3424103259762546e-06,-4.417003563016745e-19,6.427439178985617e-19,4.265158256302428e-19,0.0,0.0,0.0,0.0,2.367955262634319e-19,6.687049335719809e-08,-1.2649496376183996e-19,0.0,0.0,0.0,-4.125773290438162e-19,-4.903700943045894e-06,2.000000000004522e-06,7.730284115952387e-07,2.4246430701934534e-19,6.931631128508548e-05,1.9620957720082279e-07,2.105342885872948e-20,-1.5509504413686483e-18,2.06228814887507e-20,-2.8090702776779747e-07,-1.702883539576425e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.00017963617754387,-9.425984630221851e-06,-1.303136913575495e-05,2.9687394226896193e-05,-7.95909587546456e-06,-4.6058344439422756e-06,-2.6573353207722335e-05,9.584496423975278e-20,3.876666484386147e-19,-1.2967104843139348e-17,-5.681791225605919e-19,-5.654410967692618e-19,6.730610866369051e-06,0.0,-2.617474583467032e-18,5.062480463565748e-18,-3.405040158239402e-06,0.0,-1.4141811322828735e-06,6.909545601387204e-07,-1.1874646966856252e-20,0.0,6.484093922327623e-05,2.6046584075493765e-07,0.0,-2.0987193379026738e-06,4.696964635377985e-06,3.9519899481670466e-19,-6.673811478255407e-19,-7.62690956292643e-18,0.0,0.0,0.0,0.0,3.335113588819918e-20,5.910157688451862e-07,1.5380568099143302e-19,0.0,0.0,0.0,-6.963548106941847e-20,-5.955147567154083e-06,1.999999999998188e-06,-3.2248489653257936e-07,-4.0799613801433806e-19,-0.0001529005692158432,7.163327860333538e-08,-1.4207215982726222e-22,-2.5108177354819903e-18,-2.533596326033787e-20,1.3372812766392502e-08,4.8150979598404614e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,3.7208867464135246e-05,1.7346220385233283e-06,-1.713595422649432e-05,-6.65609384323112e-05,-1.1490698242885305e-05,-4.7309174716344915e-06,1.8851972976571443e-06,-4.2157188409472277e-20,-1.6366155811369387e-20,9.439172206304016e-18,-1.0316477450192757e-18,6.776153552786915e-19,2.6873490193841376e-06,0.0,-1.2519666354782606e-17,-4.853788241927308e-19,2.5833896406852774e-06,0.0,-2.6666244284314694e-06,-2.642103898283558e-06,1.755285550963574e-20,0.0,0.00010475459282778707,-6.926617526413662e-06,0.0,-2.186464065964727e-06,8.14675741538658e-06,5.013093226840044e-19,-4.985033006710712e-19,4.5721271740223594e-18,0.0,0.0,0.0,0.0,1.9591466889824752e-19,-2.0919022187275433e-06,7.933096405080571e-20,0.0,0.0,0.0,-3.552203175341925e-19,-9.05216677623958e-06,1.9999999999997238e-06,5.233004947054541e-09,-2.2594190365643733e-19,0.00012590763080609,-2.1174959145202882e-07,-1.2943246744235182e-20,-2.742403180104307e-18,-7.94591734928829e-21,7.680947458160335e-08,-1.3427825115024577e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.0005492843326397087,8.235802499006414e-05,4.3838421803009576e-05,0.0005479397287035586,3.062681264637233e-05,-5.60897259457809e-06,0.0002367990640473276,-1.2553948444670045e-18,-3.523932523321393e-18,-9.934395484965271e-17,-5.42860493278699e-18,-4.35542254720005e-18,4.2108716543403636e-05,0.0,-6.487122062003291e-17,-5.664634395095314e-17,4.897834164259842e-05,0.0,-2.666772774473065e-05,1.0813787418800476e-05,-1.0651666481125629e-19,0.0,0.000696157118620732,4.589513716666929e-05,0.0,5.118059426049908e-06,-4.008583604570523e-05,-3.99042899356742e-18,-4.294743644836766e-18,-4.734271341723687e-17,0.0,0.0,0.0,0.0,-1.875923339611025e-18,1.4582341287320921e-05,-1.0805842956552612e-18,0.0,0.0,0.0,-3.797198298384555e-18,4.349000521850417e-05,2.000000000026323e-06,-1.0293245914519093e-05,-2.6635809014283758e-18,0.0018595683191946354,-2.1026399877269994e-06,-4.0193763461724325e-19,-2.6478706032909848e-17,-1.7310825363322202e-19,-1.7780158317511205e-06,-2.46954273462314e-05,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.0012337265450891308,0.00017438029617044567,0.00012228103512897237,0.0011354838754092905,6.966633701200907e-05,-6.139640732221408e-06,0.0004741619592733881,-3.0507673533157706e-18,-6.267085348633941e-18,-1.7009910701729774e-16,-1.2970163254469355e-17,-8.40672886562919e-18,8.118371977393738e-05,0.0,-1.629487819998531e-16,-1.0504834644254323e-16,0.00011687957849930964,0.0,-5.6914670242546086e-05,2.0826049791554963e-05,-2.659707433451108e-19,0.0,0.001690325561166387,8.857220726438102e-05,0.0,1.137346040865015e-05,-0.00010014512840041579,-7.390213563937883e-18,-8.67330829797671e-18,-9.772702415103244e-17,0.0,0.0,0.0,0.0,-3.4646910596895228e-18,3.434125748548817e-05,-2.204404618588938e-18,0.0,0.0,0.0,-7.472932119026085e-18,8.788696403649685e-05,2.0000000000605056e-06,-2.5131217935987352e-05,-6.5629397090552696e-18,0.003424252985588993,-4.097034745940686e-06,-9.179763886430553e-19,-6.2933713883956e-17,-3.3545354059265835e-19,-3.839120718520531e-06,-5.1467229376320625e-05,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.0017670403016317364,0.0002584047900489448,0.00017363768014279837,0.0017461103974822072,0.00010732071236978948,-6.849296141006028e-06,0.0007703364922767989,-4.963303114939576e-18,-1.037140056883792e-17,-2.6544280660725466e-16,-1.9854835207685906e-17,-1.3489828231919215e-17,0.00012973857778957677,0.0,-2.434081509198181e-16,-1.6860449008414693e-16,0.00018984700277419823,0.0,-8.9683815009893e-05,3.134816768695595e-05,-4.057738450834898e-19,0.0,0.0025001239459510266,0.0001454936422414439,0.0,1.8730376022074286e-05,-0.0001614420685626353,-1.1334271581150761e-17,-1.2779460678784455e-17,-1.548392320088463e-16,0.0,0.0,0.0,0.0,-5.015025080386283e-18,5.6715463784551604e-05,-3.518499826522211e-18,0.0,0.0,0.0,-1.148399350877884e-17,0.0001312819587393853,2.0000000000899912e-06,-3.820286951599133e-05,-1.0531605441909215e-17,0.0054569471499522,-5.846452346953381e-06,-1.278411939211062e-18,-8.978927208959528e-17,-4.996251241697062e-19,-6.009822492230392e-06,-8.09276948492212e-05,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.002392279134081603,0.0003654762594134672,0.00023426527053336025,0.00233451444878832,0.0001577937109971437,-7.745663979544967e-06,0.0009887469454531975,-6.348238066026175e-18,-1.387839000984656e-17,-3.799941472958057e-16,-2.872686855945336e-17,-1.75152550655963e-17,0.0001701798690914033,0.0,-3.0768859950826585e-16,-2.229784576146249e-16,0.0002481924763900652,0.0,-0.0001141388107041588,4.3141511452425475e-05,-5.042013367346548e-19,0.0,0.003576898481037899,0.0002057361790316703,0.0,2.696779176738299e-05,-0.0001992462617550718,-1.477506438114672e-17,-1.6571091513102114e-17,-2.0204531355439906e-16,0.0,0.0,0.0,0.0,-7.247951826886396e-18,6.990359590953108e-05,-4.5824295398101235e-18,0.0,0.0,0.0,-1.4695955415139264e-17,0.00018167869997986168,2.0000000001272056e-06,-5.2528881682079785e-05,-1.3632636936533909e-17,0.007291175868814794,-8.112635679390028e-06,-1.747201202618164e-18,-1.2023242363722564e-16,-6.6961317594648695e-19,-8.07658032772466e-06,-0.00011317340363098105,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.0029280935226551692,0.00045848663985811487,0.0002970022229792218,0.002940372154281278,0.00020292333982874022,-8.15260512426981e-06,0.0012989932673086039,-8.002109509483748e-18,-1.737548675713116e-17,-4.646752048569829e-16,-3.598738236116101e-17,-2.2206736694379098e-17,0.00021779033160622456,0.0,-3.906390766088656e-16,-2.7178688540129176e-16,0.00032631260655277474,0.0,-0.00014610701818179646,5.519924121492949e-05,-6.364061966648814e-19,0.0,0.004324117018626463,0.0002570130518058062,0.0,3.34610566399295e-05,-0.00025797752206284597,-1.8942764334059522e-17,-2.0611876160405328e-17,-2.6541014513829514e-16,0.0,0.0,0.0,0.0,-8.625750762059584e-18,9.335445398326004e-05,-6.076043432613474e-18,0.0,0.0,0.0,-1.8999218190997077e-17,0.00022273800752442907,2.0000000001550747e-06,-6.493126993067566e-05,-1.7947081809514967e-17,0.009202218126852738,-1.026640508658587e-05,-2.125723195576339e-18,-1.5100981128061687e-16,-8.357363374155033e-19,-1.0445790159176629e-05,-0.0001422530617945691,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.0036664309637596095,0.0005450902915501045,0.0003670994653444439,0.003450513492655279,0.00023868661174529407,-8.892746799706768e-06,0.0015333861602329843,-1.013003520709729e-17,-2.0144588051260893e-17,-5.766860322441136e-16,-4.1071973414695705e-17,-2.6775685687835934e-17,0.0002613712933272269,0.0,-4.641862148042745e-16,-3.3891441661292523e-16,0.000402678476969951,0.0,-0.00017723005886148734,6.511763674808016e-05,-8.001146295703506e-19,0.0,0.005374335244483738,0.00030654771315476853,0.0,4.0956821248290915e-05,-0.00031223318005104355,-2.3605231889394032e-17,-2.4383307686921307e-17,-3.1015199319614003e-16,0.0,0.0,0.0,0.0,-1.0334290138749092e-17,0.00010996774599947133,-6.917712986730805e-18,0.0,0.0,0.0,-2.2517357820690812e-17,0.00027863840701509106,2.000000000180979e-06,-7.98105019252271e-05,-2.1104567265830145e-17,0.011205816749823919,-1.1920964837929091e-05,-2.6234199006277812e-18,-1.8340805234923548e-16,-9.930132703460358e-19,-1.2425493452912763e-05,-0.00017238534734490417,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
